lease_bs_brand_jqxx.brandid,lease_bs_brand_jqxx.brandname,lease_bs_brand_jqxx.brandnameen,lease_bs_brand_jqxx.brandnamech,lease_bs_brand_jqxx.recordstatus,lease_bs_brand_jqxx.formatname,lease_bs_brand_jqxx.mainformatname,lease_bs_brand_jqxx.detailformatname
6642,IN SEE,IN SEE,IN SEE,ACTIVE,服装服饰,女装,少淑女
6643,KAVON,KAVON,KAVON,ACTIVE,服装服饰,女装,少淑女
6646,百丝,BAISI,百丝,ACTIVE,服装服饰,女装,少淑女
7046,JESSI MODE,JESSI MODE,JESSI MODE,ACTIVE,服装服饰,女装,少淑女
7049,Nemow,Nemow,Nemow,ACTIVE,服装服饰,女装,少淑女
7052,nancyk,nancyk,nancyk,ACTIVE,服装服饰,女装,少淑女
7057,乐町,无,乐町,ACTIVE,服装服饰,女装,少淑女
7058,Honeys,Honeys,Honeys,ACTIVE,服装服饰,女装,少淑女
7059,E＆YOU,E＆YOU,E＆YOU,ACTIVE,服装服饰,女装,少淑女
7506,上海人家（上海）,无,上海人家（上海）,ACTIVE,大型餐饮,大酒楼,大酒楼
7507,梦都会,无,梦都会,ACTIVE,大型餐饮,大酒楼,大酒楼
7062,Ditto,Ditto,Ditto,ACTIVE,服装服饰,女装,淑女
7066,Colove,无,Colove,ACTIVE,服装服饰,女装,少淑女
7068,Naivee,Naivee,Naivee,ACTIVE,服装服饰,女装,少淑女
7070,NICE CLAUP,NICE CLAUP,NICE CLAUP,ACTIVE,服装服饰,女装,少淑女
7072,WEST BORNE,WEST BORNE,WEST BORNE,ACTIVE,生活精品,时尚潮流,潮流集合
7236,将太无二,无,将太无二,ACTIVE,餐饮美食,异国餐饮,日式料理
7237,海之幸,无,海之幸,ACTIVE,餐饮美食,异国餐饮,日式料理
7239,江户家,无,江户家,ACTIVE,餐饮美食,异国餐饮,日式料理
7241,隐泉,Hatsune,隐泉,ACTIVE,餐饮美食,异国餐饮,日式料理
7233,海吉尔三文鱼,无,海吉尔三文鱼,ACTIVE,餐饮美食,异国餐饮,西式简餐
6966,CORONA,CORONA,CORONA,ACTIVE,服装服饰,女装,少淑女
6967,CRZ,crz,crz,ACTIVE,服装服饰,女装,少淑女
6968,D&V,D&V,D&V,ACTIVE,服装服饰,女装,淑女
1017147,Phoenix港式茶餐厅,Phoenix港式茶餐厅,Phoenix港式茶餐厅,ACTIVE,餐饮美食,简餐,茶餐厅
1017273,吕氏疙瘩汤,无,吕氏疙瘩汤,ACTIVE,餐饮美食,中餐,时尚融合菜
1017541,G9分子冰淇淋,无,G9分子冰淇淋,ACTIVE,餐饮美食,饮品烘焙,冰淇淋
1017546,薏炉,无,薏炉,ACTIVE,餐饮美食,中餐,时尚融合菜
1018382,ELLE包,无,ELLE包,ACTIVE,生活精品,鞋品箱包,箱包
1018602,青山绿茶,无,青山绿茶,ACTIVE,餐饮美食,中餐,杭帮菜
1018670,imi's,imi's,imi's,ACTIVE,生活精品,家居家用,内衣袜品
1018682,绿行平衡车体验馆,无,绿行平衡车体验馆,ACTIVE,生活精品,运动,运动配件/器材
1017364,Dismart,Dismart,Dismart,ACTIVE,生活精品,数码电子,数码集合
1017378,beauty eyelash,无,beauty eyelash,ACTIVE,生活精品,个人护理,化妆品
1017386,shosenest,shosenest,shosenest,ACTIVE,生活精品,鞋品箱包,鞋品
1017414,海上仙舟,SEACATE,海上仙舟,ACTIVE,餐饮美食,中餐,闽客家菜
1017422,我家小馆,无,我家小馆,ACTIVE,餐饮美食,中餐,鄂赣菜
1018785,漂亮百合,Beautiful lily,漂亮百合,ACTIVE,体验业态,专业美护,美睫美甲
1018942,熙恩,无,熙恩,ACTIVE,服装服饰,女装,少淑女
1019498,千吉涮,QIAN JI SHUAN SINCE 1997,千吉涮,ACTIVE,餐饮美食,锅类,小涮锅
1019522,青年小站,无,青年小站,ACTIVE,餐饮美食,锅类,小涮锅
1019529,湖边溪鱼,hubianxiyu,湖边溪鱼,ACTIVE,餐饮美食,中餐,川菜
1018734,银川堂,GINSENDO,银川堂,ACTIVE,生活精品,杂品配饰,杂品集合
1018760,BH,SHIATSU BH,BH,ACTIVE,生活精品,运动,运动配件/器材
1018922,天使之魅膜西蜜语,无,天使之魅膜西蜜语,ACTIVE,生活精品,个人护理,化妆品
1018669,V-salon,V-salon,V-salon,ACTIVE,体验业态,专业美护,美容美发
1018679,果子叔叔,无,果子叔叔,ACTIVE,餐饮美食,简餐,特色小吃
1016731,megirman,megirman,megirman,ACTIVE,服装服饰,女装,淑女
1017217,Breo,Breo,Breo,ACTIVE,生活精品,运动,运动配件/器材
1017221,sloofe,Sloofe,sloofe,ACTIVE,生活精品,烟酒食品,零食
1018502,Sobdeall,Sobdeall,Sobdeall,ACTIVE,生活精品,鞋品箱包,箱包
6292,新联,Sunion,新联,ACTIVE,生活精品,数码电子,数码集合
6293,新亚数码,无,新亚数码,ACTIVE,生活精品,数码电子,数码集合
6294,神汇数码,无,神汇数码,ACTIVE,生活精品,数码电子,数码单品
6295,缪斯客,MC,缪斯客,ACTIVE,生活精品,数码电子,数码集合
6296,柏斯琴行,parsonsmusic,柏斯琴行,ACTIVE,体验业态,文化娱乐,乐器器材
6298,启路文具,keyroad,启路文具,ACTIVE,生活精品,杂品配饰,文具
6299,中国唱片,crc,中国唱片,ACTIVE,体验业态,文化娱乐,音像制品
6300,法兰索亚,无,法兰索亚,ACTIVE,餐饮美食,饮品烘焙,面包蛋糕
6301,SWAROVSKI,SWAROVSKI,SWAROVSKI,ACTIVE,生活精品,杂品配饰,配饰
7364,彩色盘,无,彩色盘,ACTIVE,餐饮美食,饮品烘焙,面包蛋糕
7366,山崎面包,YAMAZAKI,山崎面包,ACTIVE,餐饮美食,饮品烘焙,面包蛋糕
7368,I转角,无,I转角,ACTIVE,餐饮美食,饮品烘焙,奶茶
7571,新旺,无,新旺,ACTIVE,餐饮美食,简餐,茶餐厅
7352,优芙丝,无,优芙丝,ACTIVE,餐饮美食,饮品烘焙,冰淇淋
7353,BEN&JERRY'S,BEN&JERRY'S,BEN&JERRY'S,ACTIVE,餐饮美食,饮品烘焙,冰淇淋
7355,paul,Paul,Paul,ACTIVE,餐饮美食,饮品烘焙,面包蛋糕
7356,面包新语,无,面包新语,ACTIVE,餐饮美食,饮品烘焙,面包蛋糕
7357,巴黎贝甜,无,巴黎贝甜,ACTIVE,餐饮美食,饮品烘焙,面包蛋糕
7358,宜芝多,无,宜芝多,ACTIVE,餐饮美食,饮品烘焙,面包蛋糕
7359,土司工坊,无,土司工坊,ACTIVE,餐饮美食,饮品烘焙,面包蛋糕
7360,满记甜品,无,满记甜品,ACTIVE,餐饮美食,饮品烘焙,甜品
7361,仙草南路,无,仙草南路,ACTIVE,餐饮美食,饮品烘焙,甜品
7362,唐恩都乐,无,唐恩都乐,ACTIVE,餐饮美食,饮品烘焙,甜品
7363,许留山,无,许留山,ACTIVE,餐饮美食,饮品烘焙,甜品
7573,湾仔,无,湾仔,ACTIVE,餐饮美食,中餐,粤菜（海南菜）
7574,粤厨经典,无,粤厨经典,ACTIVE,餐饮美食,中餐,粤菜（海南菜）
7575,美浓小厨,无,美浓小厨,ACTIVE,餐饮美食,中餐,台湾菜
7578,查餐厅,无,查餐厅,ACTIVE,餐饮美食,简餐,茶餐厅
7580,粤泮湾,无,粤泮湾,ACTIVE,餐饮美食,中餐,粤菜（海南菜）
7583,又一栈,无,又一栈,ACTIVE,餐饮美食,简餐,茶餐厅
7585,亚马逊,无,亚马逊,ACTIVE,餐饮美食,自助餐,海鲜自助
7586,尖沙咀,无,尖沙咀,ACTIVE,餐饮美食,简餐,茶餐厅
7589,金翠河,无,金翠河,ACTIVE,餐饮美食,简餐,茶餐厅
7592,雅悦,无,雅悦,ACTIVE,餐饮美食,简餐,茶餐厅
7593,潮粤轩,无,潮粤轩,ACTIVE,餐饮美食,中餐,粤菜（海南菜）
7595,名人名家,无,名人名家,ACTIVE,餐饮美食,中餐,杭帮菜
7596,指福门,无,指福门,ACTIVE,大型餐饮,大酒楼,大酒楼
6974,ISSIS,ISSIS,ISSIS,ACTIVE,服装服饰,女装,淑女
6975,Miroy,Miroy,Miroy,ACTIVE,服装服饰,女装,少淑女
6979,ofiman,ofiman,ofiman,ACTIVE,服装服饰,女装,淑女
6981,outline,outline,outline,ACTIVE,服装服饰,女装,淑女
6985,Precourse,Precourse,Precourse,ACTIVE,服装服饰,女装,淑女
6986,RHEMA,RHEMA,RHEMA,ACTIVE,服装服饰,女装,淑女
6987,S.Svivian,S.Svivian,S.Svivian,ACTIVE,服装服饰,女装,淑女
6988,sfenth,sfenth,sfenth,ACTIVE,服装服饰,女装,淑女
9834,蒙自源,无,蒙自源,ACTIVE,餐饮美食,简餐,米线/米粉
9835,蒙石饰品,无,蒙石饰品,ACTIVE,生活精品,杂品配饰,配饰
9838,蒙格勒涮肉坊,无,蒙格勒涮肉坊,ACTIVE,餐饮美食,锅类,小涮锅
10498,小锅饭,无,小锅饭,ACTIVE,餐饮美食,中餐,东北菜
10500,嘉灏,KR.CARROSSE,嘉灏,ACTIVE,服装服饰,女装,少淑女
10501,家艺轩,无,家艺轩,ACTIVE,生活精品,家居家用,家居家饰
10502,家世界,无,家世界,ACTIVE,生活精品,家居家用,家居家饰
10503,家丽屋美,无,家丽屋美,ACTIVE,生活精品,家居家用,家居家饰
7311,盘古烤肉,无,盘古烤肉,ACTIVE,餐饮美食,烧烤,铁板烧
7312,韩林炭烤,无,韩林炭烤,ACTIVE,餐饮美食,烧烤,铁板烧
7313,金韩宫,无,金韩宫,ACTIVE,餐饮美食,异国餐饮,韩式烤肉
10506,佳宜礼品,无,佳宜礼品,ACTIVE,生活精品,杂品配饰,杂品集合
10510,纪游子老鸭粉丝汤,无,纪游子老鸭粉丝汤,ACTIVE,餐饮美食,简餐,特色小吃
10511,计量博视,无,计量博视,ACTIVE,生活精品,杂品配饰,眼镜
10513,吉野家,无,吉野家,ACTIVE,餐饮美食,洋快餐,洋快餐
10516,吉田耀司,无,吉田耀司,ACTIVE,生活精品,鞋品箱包,箱包
10518,机器猫,isgoogol,机器猫,ACTIVE,服装服饰,男女集合,国内休闲
10519,慧之芳,无,慧之芳,ACTIVE,服装服饰,女装,淑女
10520,惠美美甲,无,惠美美甲,ACTIVE,体验业态,专业美护,美睫美甲
10521,荟点粤菜,无,荟点粤菜,ACTIVE,餐饮美食,中餐,粤菜（海南菜）
10522,会动的漫画,无,会动的漫画,ACTIVE,生活精品,家居家用,家居家饰
10523,汇鲜坊,无,汇鲜坊,ACTIVE,餐饮美食,中餐,海鲜（河鲜）
10528,黄记玉米汁,无,黄记玉米汁,ACTIVE,餐饮美食,饮品烘焙,果汁
10530,发新社,无,发新社,ACTIVE,体验业态,专业美护,美容美发
10531,皇悦饼屋,Empero Bakery,皇悦饼屋,ACTIVE,餐饮美食,饮品烘焙,面包蛋糕
10533,皇家美孚,无,皇家美孚,ACTIVE,餐饮美食,饮品烘焙,面包蛋糕
10535,环球雅思,无,环球雅思,ACTIVE,教育培训,教育培训,教育培训
10536,欢腾,无,欢腾,ACTIVE,服装服饰,男女集合,国内休闲
10537,欢乐牧场,无,欢乐牧场,ACTIVE,餐饮美食,自助餐,烤涮自助
10538,华夏银行,无,华夏银行,ACTIVE,体验业态,生活服务,其他生活服务
1018943,Follow蜜,无,Follow蜜,ACTIVE,服装服饰,女装,少淑女
1019010,Kelly Moss,Kelly Moss,Kelly Moss,ACTIVE,服装服饰,女装,少淑女
1018795,大象映画,无,大象映画,ACTIVE,体验业态,生活服务,摄影冲印
1018804,鲸鲨海鲜智造,WHALE SHARK SEAFOOD,鲸鲨海鲜智造,ACTIVE,餐饮美食,自助餐,海鲜自助
1017532,金古镇汤团,无,金古镇汤团,ACTIVE,餐饮美食,简餐,特色小吃
1017636,Tendence,无,Tendence,ACTIVE,生活精品,钟表,钟表
1017751,一果咖啡,无,一果咖啡,ACTIVE,餐饮美食,饮品烘焙,咖啡店
1017872,鲜瑞客,SUNRIK,鲜瑞客,ACTIVE,餐饮美食,饮品烘焙,果汁
1017889,LARCHY,larchy,LARCHY,ACTIVE,服装服饰,女装,少淑女
1018690,龙记茶餐厅,无,龙记茶餐厅,ACTIVE,餐饮美食,简餐,茶餐厅
1018691,豪雅健身,hoyafitness,豪雅健身,ACTIVE,主题体验,休闲娱乐,健身会所
1018692,正品花蜜,无,正品花蜜,ACTIVE,餐饮美食,饮品烘焙,面包蛋糕
1016712,熊先生,无,熊先生,ACTIVE,生活精品,家居家用,家居家饰
1016829,叮叮车,无,叮叮车,ACTIVE,餐饮美食,简餐,茶餐厅
1016873,年糕料理,无,年糕料理,ACTIVE,餐饮美食,异国餐饮,韩式简餐
1017136,VISION UP,VISION UP,VISION UP,ACTIVE,生活精品,杂品配饰,眼镜
1018644,V-MEN,V-MEN,V-MEN,ACTIVE,服装服饰,男装,潮流
1018660,星期六集合店,无,星期六集合店,ACTIVE,生活精品,鞋品箱包,鞋品
1017008,Candylicious,无,Candylicious,ACTIVE,生活精品,烟酒食品,零食
1017115,朴食,无,朴食,ACTIVE,餐饮美食,中餐,时尚融合菜
1018925,蒂丽雪斯,Delisuesi,蒂丽雪斯,ACTIVE,餐饮美食,饮品烘焙,面包蛋糕
1019029,missli&nawain集合店,无,missli&nawain集合店,ACTIVE,服装服饰,女装,少淑女
1019086,暴走一族,无,暴走一族,ACTIVE,生活精品,运动,运动配件/器材
1019550,亿哥,无,亿哥,ACTIVE,餐饮美食,简餐,特色小吃
1019554,樊文花,fawa,樊文花,ACTIVE,生活精品,个人护理,化妆品
1019571,魅族,MEIZU,魅族,ACTIVE,生活精品,数码电子,数码单品
1015037,安特鲁,无,安特鲁,ACTIVE,餐饮美食,饮品烘焙,面包蛋糕
1015038,扬可,无,扬可,ACTIVE,生活精品,烟酒食品,零食
1015040,陈幸福,无,陈幸福,ACTIVE,儿童业态,儿童零售,文教玩具
1015043,锦城印象,无,锦城印象,ACTIVE,餐饮美食,锅类,川渝火锅
1015051,未来水世界,无,未来水世界,ACTIVE,餐饮美食,饮品烘焙,果汁
1015056,爱必胜,无,爱必胜,ACTIVE,餐饮美食,异国餐饮,意餐
7597,外婆家,无,外婆家,ACTIVE,餐饮美食,中餐,杭帮菜
7598,第二乐章,无,第二乐章,ACTIVE,餐饮美食,中餐,杭帮菜
7599,绿茶,无,绿茶,ACTIVE,餐饮美食,中餐,杭帮菜
9881,绿姿西饼,无,绿姿西饼,ACTIVE,餐饮美食,饮品烘焙,面包蛋糕
9882,绿阳工坊,无,绿阳工坊,ACTIVE,生活精品,家居家用,家居家饰
9884,旅游咨询,无,旅游咨询,ACTIVE,体验业态,生活服务,旅游通讯
9885,旅行者,无,旅行者,ACTIVE,生活精品,运动,户外运动
9887,箩伦诗,无,箩伦诗,ACTIVE,服装服饰,女装,淑女
9888,皇子美发,无,皇子美发,ACTIVE,体验业态,专业美护,美容美发
10961,NDK,无,NDK,ACTIVE,服装服饰,男装,潮流
10962,JOJO,NATURALLY JOJO,JOJO,ACTIVE,服装服饰,女装,少淑女
10963,MYMO,无,MYMO,ACTIVE,服装服饰,女装,淑女
11081,菜香源,无,菜香源,ACTIVE,大型餐饮,大酒楼,大酒楼
11082,采轩,无,采轩,ACTIVE,服装服饰,女装,淑女
11085,before,布意坊,before,ACTIVE,服装服饰,女装,少淑女
10067,培正逗点,PERCHING KIDS,培正逗点,ACTIVE,儿童业态,儿童教育,儿童早教
9830,汤鲜饭美,无,汤鲜饭美,ACTIVE,餐饮美食,简餐,中式快餐
9832,汤姆熊,TOM'S WORLD,汤姆熊,ACTIVE,主题体验,休闲娱乐,电玩
9905,四正简餐,无,四正简餐,ACTIVE,餐饮美食,简餐,中式快餐
9906,四叶草,无,四叶草,ACTIVE,餐饮美食,简餐,中式快餐
9907,四川味道,无,四川味道,ACTIVE,餐饮美食,中餐,川菜
9909,斯沓美发,无,斯沓美发,ACTIVE,体验业态,专业美护,美容美发
9914,丝佛卡,无,丝佛卡,ACTIVE,服装服饰,女装,淑女
9915,水中花,无,水中花,ACTIVE,生活精品,家居家用,内衣袜品
9917,水水缤纷,无,水水缤纷,ACTIVE,餐饮美食,饮品烘焙,甜品
9919,水铺,无,水铺,ACTIVE,餐饮美食,饮品烘焙,甜品
9921,水晶宫冲浪回转自助餐吧,无,水晶宫冲浪回转自助餐吧,ACTIVE,餐饮美食,自助餐,烤涮自助
9922,水果心语,FRUIT HEAT,水果心语,ACTIVE,餐饮美食,饮品烘焙,甜品
9923,水果部落,无,水果部落,ACTIVE,餐饮美食,饮品烘焙,甜品
9926,涮你喜欢,无,涮你喜欢,ACTIVE,餐饮美食,锅类,小涮锅
9928,蜀留香,无,蜀留香,ACTIVE,餐饮美食,自助餐,烤涮自助
9929,蜀地风味坊,无,蜀地风味坊,ACTIVE,餐饮美食,中餐,川菜
10919,R.T.W,无,R.T.W,ACTIVE,服装服饰,女装,少淑女
10929,piao水吧,无,piao水吧,ACTIVE,餐饮美食,饮品烘焙,果汁
10930,匹克,无,匹克,ACTIVE,生活精品,运动,时尚运动
10933,鸥美药妆,OMEY,鸥美药妆,ACTIVE,生活精品,个人护理,化妆品
10934,派喜澳,无,派喜澳,ACTIVE,服装服饰,男装,潮流
10935,OWENWONG,无,OWENWONG,ACTIVE,服装服饰,男装,潮流
10937,欧丽瑶,无,欧丽瑶,ACTIVE,生活精品,家居家用,内衣袜品
10939,眼镜88,Optical 88,眼镜88,ACTIVE,生活精品,杂品配饰,眼镜
10539,华氏大药房,无,华氏大药房,ACTIVE,体验业态,医疗保健,药店
10541,华芙先生,Mr waffie,华芙先生,ACTIVE,餐饮美食,饮品烘焙,甜品
6656,姚领,YAOLY,姚领,ACTIVE,服装服饰,女装,淑女
6246,TIME ROAD,TIME ROAD,TIME ROAD,ACTIVE,服装服饰,女装,少淑女
6506,Y-3,Y-3,Y-3,ACTIVE,生活精品,运动,时尚运动
6507,Miss Sixty,Miss Sixty,Miss Sixty,ACTIVE,生活精品,时尚潮流,潮流集合
6508,B+ab,B+ab,B+ab,ACTIVE,服装服饰,女装,少淑女
6509,Moussy,Moussy,Moussy,ACTIVE,生活精品,时尚潮流,潮流集合
6511,ANNA SUI,ANNA SUI,ANNA SUI,ACTIVE,生活精品,个人护理,香薰
6513,ANNE KLEIN,ANNE KLEIN,ANNE KLEIN,ACTIVE,生活精品,运动,时尚运动
6517,EQ:IQ,EQ:IQ,EQ:IQ,ACTIVE,服装服饰,女装,少淑女
6518,FCUK,FCUK,FCUK,ACTIVE,服装服饰,男女集合,国内休闲
6519,MORGAN,MORGAN,MORGAN,ACTIVE,服装服饰,女装,少淑女
6522,KOOKAI,KOOKAI,KOOKAI,ACTIVE,服装服饰,女装,少淑女
7199,BSX,BSX,BSX,ACTIVE,服装服饰,男女集合,国内休闲
7207,木果果木,无,木果果木,ACTIVE,服装服饰,男女集合,国内休闲
7210,sophnet,sophnet,sophnet,ACTIVE,服装服饰,男女集合,国内休闲
7034,洁,无,洁,ACTIVE,服装服饰,女装,少淑女
7035,邻家女孩,无,邻家女孩,ACTIVE,服装服饰,女装,少淑女
7036,稀,GREEN SIS,稀,ACTIVE,服装服饰,女装,少淑女
7037,CC&DD,无,CC&DD,ACTIVE,服装服饰,女装,少淑女
6994,CUSHOW,CUSHOW,CUSHOW,ACTIVE,服装服饰,女装,少淑女
7505,吴地人家,无,吴地人家,ACTIVE,大型餐饮,大酒楼,大酒楼
7255,雅子食尚馆,无,雅子食尚馆,ACTIVE,餐饮美食,异国餐饮,日式料理
6990,TINA GIA,TINA GIA,TINA GIA,ACTIVE,服装服饰,女装,淑女
6767,MLB,MLB,MLB,ACTIVE,生活精品,运动,户外运动
9797,万锦蒙娜丽莎,无,万锦蒙娜丽莎,ACTIVE,主题体验,休闲娱乐,KTV
9800,反斗城,Toys "R" Us,反斗城,ACTIVE,儿童业态,儿童零售,文教玩具
10480,街客,无,街客,ACTIVE,餐饮美食,锅类,小涮锅
10481,秸熙,无,秸熙,ACTIVE,服装服饰,女装,少淑女
10482,觉味,JUE WEI,觉味,ACTIVE,餐饮美食,简餐,特色小吃
10484,娇莉芙,无,娇莉芙,ACTIVE,体验业态,专业美护,美容美发
10485,娇莉芙.翠颜坊,无,娇莉芙.翠颜坊,ACTIVE,生活精品,个人护理,化妆品集合店
10542,花星期,无,花星期,ACTIVE,儿童业态,儿童零售,文教玩具
10477,杰之行,无,杰之行,ACTIVE,大型零售,运动集合,运动集合
1017237,UBSKIN,UBSKIN,UBSKIN,ACTIVE,生活精品,个人护理,化妆品
1017238,Yves rocher,Yves Rocher,Yves rocher,ACTIVE,生活精品,个人护理,化妆品
1017239,MISSHA,MISSHA,MISSHA,ACTIVE,生活精品,个人护理,化妆品集合店
1017732,C.LIFE,无,C.LIFE,ACTIVE,生活精品,数码电子,数码集合
1018610,悦牛,无,悦牛,ACTIVE,餐饮美食,自助餐,西式自助
1018611,全鱼道,无,全鱼道,ACTIVE,餐饮美食,锅类,鱼火锅
1018614,自然发则,无,自然发则,ACTIVE,生活精品,杂品配饰,配饰
1018636,lapalette,无,lapalette,ACTIVE,生活精品,鞋品箱包,箱包
1019111,微语田园,无,微语田园,ACTIVE,体验业态,生活服务,婚庆花艺
1019250,巴黎一刻,Acake Paris,巴黎一刻,ACTIVE,餐饮美食,饮品烘焙,面包蛋糕
1019269,苏姥姥,SU LAO LAO,苏姥姥,ACTIVE,餐饮美食,简餐,茶餐厅
1019274,8090音乐餐厅,无,8090音乐餐厅,ACTIVE,餐饮美食,中餐,时尚融合菜
1018821,御甲舍,无,御甲舍,ACTIVE,体验业态,专业美护,美睫美甲
1018531,柏斯乳酪站,无,柏斯乳酪站,ACTIVE,餐饮美食,饮品烘焙,甜品
1018550,尚州,无,尚州,ACTIVE,服装服饰,女装,少淑女
1018554,生活方式,Lifestyle,生活方式,ACTIVE,生活精品,家居家用,家居家饰
1015058,宇兴烟酒,无,宇兴烟酒,ACTIVE,生活精品,烟酒食品,烟酒茶
1015059,铁锅盟,无,铁锅盟,ACTIVE,餐饮美食,锅类,干锅
1015060,金苑,无,金苑,ACTIVE,服装服饰,女装,少淑女
1015062,时尚风度,无,时尚风度,ACTIVE,生活精品,鞋品箱包,鞋品
1015063,罗麦斯,无,罗麦斯,ACTIVE,餐饮美食,异国餐饮,意餐
1015669,一年三班教室,无,一年三班教室,ACTIVE,餐饮美食,中餐,东北菜
1017591,丸初章鱼君,Tako boy,丸初章鱼君,ACTIVE,餐饮美食,简餐,特色小吃
1017629,Pedro del Hierro,Pedro del Hierro,Pedro del Hierro,ACTIVE,服装服饰,女装,淑女
1017650,丰和农家菜,无,丰和农家菜,ACTIVE,餐饮美食,中餐,时尚融合菜
1017654,乔家面馆,无,乔家面馆,ACTIVE,餐饮美食,简餐,中式面
1016713,CARELIFE,无,CARELIFE,ACTIVE,生活精品,烟酒食品,滋补保健
1016717,水苑尚美,无,水苑尚美,ACTIVE,餐饮美食,中餐,时尚融合菜
1016749,咕叽咕叽,无,咕叽咕叽,ACTIVE,儿童业态,儿童娱乐,儿童乐园
1016957,宽窄巷子,无,宽窄巷子,ACTIVE,餐饮美食,烧烤,烤鱼
1017959,舌尖尖传统小吃,无,舌尖尖传统小吃,ACTIVE,餐饮美食,简餐,特色小吃
1018058,易美购,无,易美购,ACTIVE,生活精品,个人护理,化妆品集合店
1018092,MONTS BLANCES,无,MONTS BLANCES,ACTIVE,餐饮美食,饮品烘焙,面包蛋糕
1018162,红象,无,红象,ACTIVE,餐饮美食,异国餐饮,泰餐
10940,OPI,无,OPI,ACTIVE,体验业态,专业美护,美睫美甲
10942,One Polar,无,One Polar,ACTIVE,生活精品,运动,户外运动
10943,瑞利宝,无,瑞利宝,ACTIVE,生活精品,鞋品箱包,鞋品
10872,天恩,无,天恩,ACTIVE,服装服饰,女装,少淑女
10873,sweet life,无,sweet life,ACTIVE,餐饮美食,饮品烘焙,面包蛋糕
10953,氧气生活,无,氧气生活,ACTIVE,服装服饰,女装,少淑女
10954,欧菲,无,欧菲,ACTIVE,服装服饰,女装,少淑女
11197,BRIOLETTE,无,BRIOLETTE,ACTIVE,服装服饰,女装,淑女
11179,AY,无,AY,ACTIVE,生活精品,个人护理,化妆品
11183,宣,无,宣,ACTIVE,服装服饰,女装,淑女
6305,Martine Wester,Martine Wester,Martine Wester,ACTIVE,生活精品,杂品配饰,杂品集合
6306,PANDORA,PANDORA,PANDORA,ACTIVE,生活精品,杂品配饰,配饰
6307,THOMAS SABO,THOMAS SABO,THOMAS SABO,ACTIVE,生活精品,杂品配饰,配饰
7017,麦考林,无,麦考林,ACTIVE,服装服饰,女装,少淑女
7020,PPT,PPT,PPT,ACTIVE,服装服饰,女装,少淑女
7602,点沁,无,点沁,ACTIVE,餐饮美食,中餐,杭帮菜
7603,美林阁,无,美林阁,ACTIVE,餐饮美食,中餐,杭帮菜
7604,阿英堡,无,阿英堡,ACTIVE,餐饮美食,中餐,杭帮菜
7605,金锚传菜,无,金锚传菜,ACTIVE,餐饮美食,中餐,杭帮菜
7606,江南驿,无,江南驿,ACTIVE,餐饮美食,中餐,杭帮菜
7607,21,无,21,ACTIVE,餐饮美食,中餐,杭帮菜
7608,鸿瑞兴,无,鸿瑞兴,ACTIVE,餐饮美食,中餐,杭帮菜
7611,麻辣诱惑,无,麻辣诱惑,ACTIVE,餐饮美食,中餐,川菜
7249,东京和食,SUN with AQUA,东京和食,ACTIVE,餐饮美食,异国餐饮,日式料理
7250,大诚,无,大诚,ACTIVE,餐饮美食,异国餐饮,日式料理
7251,土大力,无,土大力,ACTIVE,餐饮美食,异国餐饮,韩式简餐
10965,MUSE,MUSE,MUSE,ACTIVE,主题体验,休闲娱乐,酒吧
10967,Mr.ing,无,Mr.ing,ACTIVE,生活精品,鞋品箱包,鞋品
7257,争鲜寿司,无,争鲜寿司,ACTIVE,餐饮美食,异国餐饮,日式料理
7259,贵木,无,贵木,ACTIVE,餐饮美食,异国餐饮,日式料理
7260,伊秀寿司,无,伊秀寿司,ACTIVE,餐饮美食,异国餐饮,日式料理
7474,大蓉和,无,大蓉和,ACTIVE,大型餐饮,大酒楼,大酒楼
7475,老房子,无,老房子,ACTIVE,大型餐饮,大酒楼,大酒楼
7476,三五醇,无,三五醇,ACTIVE,大型餐饮,大酒楼,大酒楼
7477,湘鄂情,无,湘鄂情,ACTIVE,大型餐饮,大酒楼,大酒楼
7478,艳阳天,无,艳阳天,ACTIVE,大型餐饮,大酒楼,大酒楼
7481,文杏酒楼,无,文杏酒楼,ACTIVE,大型餐饮,大酒楼,大酒楼
7482,小蓝鲸,无,小蓝鲸,ACTIVE,大型餐饮,大酒楼,大酒楼
10489,老麻抄手,无,老麻抄手,ACTIVE,餐饮美食,简餐,中式面
10490,江山享味,无,江山享味,ACTIVE,大型餐饮,大酒楼,大酒楼
11024,JJW,JJW,JJW,ACTIVE,服装服饰,女装,淑女
11025,JEFF.JEANS,无,JEFF.JEANS,ACTIVE,生活精品,时尚潮流,潮流集合
11027,地球村,无,地球村,ACTIVE,儿童业态,儿童娱乐,儿童乐园
11032,德玛纳,dme,德玛纳,ACTIVE,服装服饰,女装,少淑女
11033,德克士,dicos,德克士,ACTIVE,餐饮美食,洋快餐,洋快餐
11035,裕天禄,无,裕天禄,ACTIVE,餐饮美食,中餐,时尚融合菜
11036,稻草人,无,稻草人,ACTIVE,生活精品,鞋品箱包,箱包
11037,当年情茶餐厅,DONGNIANQIN,当年情茶餐厅,ACTIVE,餐饮美食,简餐,茶餐厅
11038,丹香,无,丹香,ACTIVE,餐饮美食,饮品烘焙,面包蛋糕
11039,丹娘婚纱摄影,无,丹娘婚纱摄影,ACTIVE,体验业态,生活服务,摄影冲印
