lease_bs_brand_jqxx.brandid,lease_bs_brand_jqxx.brandname,lease_bs_brand_jqxx.brandnameen,lease_bs_brand_jqxx.brandnamech,lease_bs_brand_jqxx.recordstatus,lease_bs_brand_jqxx.formatname,lease_bs_brand_jqxx.mainformatname,lease_bs_brand_jqxx.detailformatname
1030617,1+2=3,无,1+2=3,ACTIVE,儿童业态,儿童零售,儿童服饰
1030618,童梦乐园,无,童梦乐园,ACTIVE,儿童业态,儿童娱乐,儿童乐园
1030657,瑁恩瑁爱,无,瑁恩瑁爱,ACTIVE,儿童业态,儿童零售,儿童服饰
1030667,戈嘉达尔,GAJADAR,戈嘉达尔,ACTIVE,服装服饰,女装,少淑女
1030998,POLO WORD,POLO WORD,POLO WORD,ACTIVE,生活精品,杂品配饰,杂品集合
1031000,蒲公英绘本馆,dandelion,蒲公英绘本馆,ACTIVE,儿童业态,儿童教育,儿童培训
1031007,儿童手摇船,ship,儿童手摇船,ACTIVE,儿童业态,儿童娱乐,儿童乐园
1031009,芽芽的奇妙小屋,yayadeqimiaoxiaowu,芽芽的奇妙小屋,ACTIVE,生活精品,烟酒食品,零食
1031012,宜百利,无,宜百利,ACTIVE,生活精品,杂品配饰,杂品集合
1031013,周德堂,无,周德堂,ACTIVE,体验业态,医疗保健,养生保健
1031018,链家,lianjia,链家,ACTIVE,体验业态,生活服务,其他生活服务
1031023,金味德,无,金味德,ACTIVE,餐饮美食,简餐,中式面
1031049,芳誉斋,无,芳誉斋,ACTIVE,餐饮美食,锅类,川渝火锅
1031002,儿童遥控车,radio control car,儿童遥控车,ACTIVE,儿童业态,儿童娱乐,儿童乐园
1031008,金刚先生de烤鱼店,无,金刚先生de烤鱼店,ACTIVE,餐饮美食,烧烤,烤鱼
1029658,鸿运国际养生馆,无,鸿运国际养生馆,ACTIVE,体验业态,专业美护,美容美发
1029609,博士有成,无,博士有成,ACTIVE,生活精品,家居家用,家居家饰
1029625,云场馆,无,云场馆,ACTIVE,儿童业态,儿童教育,儿童培训
1029667,卡酷玛,KCUM,卡酷玛,ACTIVE,生活精品,时尚潮流,潮流集合
1029670,Sleek,Sleek,Sleek,ACTIVE,生活精品,杂品配饰,配饰
1029673,雅阁国际美容,无,雅阁国际美容,ACTIVE,体验业态,专业美护,美容美发
1029678,吃惑,CRAZY FOOD,吃惑,ACTIVE,餐饮美食,中餐,川菜
1029610,Aimer kids,Aimer kids,Aimer kids,ACTIVE,儿童业态,儿童零售,儿童服饰
1029620,UIN,UIN,UIN,ACTIVE,生活精品,鞋品箱包,鞋品
1029685,网咖,无,网咖,ACTIVE,体验业态,文化娱乐,书吧网吧
1029688,觅渐,无,觅渐,ACTIVE,服装服饰,女装,少淑女
1030432,快品,KP,快品,ACTIVE,服装服饰,女装,少淑女
1030440,繁绮国际,无,繁绮国际,ACTIVE,服装服饰,女装,少淑女
1030407,白家酸辣粉,无,白家酸辣粉,ACTIVE,餐饮美食,简餐,米线/米粉
1030408,摩堤工房,无,摩堤工房,ACTIVE,餐饮美食,饮品烘焙,甜品
1030418,卡尔丹顿,KALTENDIN,卡尔丹顿,ACTIVE,服装服饰,男装,时尚
1030419,酒便利,无,酒便利,ACTIVE,生活精品,烟酒食品,烟酒茶
1030410,蕾卡菲,REEKOFIL,蕾卡菲,ACTIVE,服装服饰,女装,少淑女
1030415,家族,Meilijiazu,家族,ACTIVE,餐饮美食,饮品烘焙,面包蛋糕
1030428,绍兴老酒馆,无,绍兴老酒馆,ACTIVE,餐饮美食,中餐,杭帮菜
1030601,Puella+7.Mofider,Puella+7.Mofider,Puella+7.Mofider,ACTIVE,服装服饰,女装,少淑女
1030605,森达,无,森达,ACTIVE,生活精品,鞋品箱包,鞋品
1030653,疯狂丸子,无,疯狂丸子,ACTIVE,餐饮美食,简餐,特色小吃
1030660,欢乐码头,无,欢乐码头,ACTIVE,儿童业态,儿童娱乐,儿童乐园
1030622,rocaco,无,rocaco,ACTIVE,服装服饰,女装,少淑女
1030623,探拓,TECTOP,探拓,ACTIVE,生活精品,运动,户外运动
1030625,根哥顿,无,根哥顿,ACTIVE,生活精品,时尚潮流,潮流集合
1030629,依库洗,无,依库洗,ACTIVE,体验业态,生活服务,洗衣/皮具护理
1030631,奥立格表行,无,奥立格表行,ACTIVE,生活精品,钟表,钟表
1031321,炉子鱼,The stove fish,炉子鱼,ACTIVE,餐饮美食,烧烤,烤鱼
1031325,MAKAMAKA,MAKAMAKA,MAKAMAKA,ACTIVE,餐饮美食,饮品烘焙,面包蛋糕
1031327,舞佳舞,无,舞佳舞,ACTIVE,儿童业态,儿童教育,儿童培训
1031330,tree,tree,tree,ACTIVE,服装服饰,女装,少淑女
1030903,零零柒,无,零零柒,ACTIVE,儿童业态,儿童零售,儿童服饰
1030904,明乐迪,mingledi,明乐迪,ACTIVE,主题体验,休闲娱乐,KTV
1030907,洛可可轻食餐厅,洛可可轻食餐厅,洛可可轻食餐厅,ACTIVE,餐饮美食,异国餐饮,西式简餐
1030942,BINKEKE,BINKEKE,BINKEKE,ACTIVE,服装服饰,女装,少淑女
1030918,GOOSE STEP,GOOSE STEP,GOOSE STEP,ACTIVE,服装服饰,女装,少淑女
1029691,朗明国际英语,无,朗明国际英语,ACTIVE,儿童业态,儿童教育,儿童培训
1029611,脸猫,lianmao,脸猫,ACTIVE,体验业态,文化娱乐,VR/DIY体验
1029612,Skechers kids,Skechers kids,Skechers kids,ACTIVE,儿童业态,儿童零售,儿童服饰
1029618,卡牌,卡牌,卡牌,ACTIVE,儿童业态,儿童娱乐,儿童乐园
1029632,蜜芽乐园,mialand,蜜芽乐园,ACTIVE,儿童业态,儿童娱乐,儿童乐园
1029639,百岁鱼,无,百岁鱼,ACTIVE,餐饮美食,锅类,鱼火锅
1029644,童依小镇,无,童依小镇,ACTIVE,儿童业态,儿童零售,儿童服饰
1029645,七点自造,无,七点自造,ACTIVE,餐饮美食,饮品烘焙,面包蛋糕
1029651,IKALI Dreamland,IKALI Dreamland,IKALI Dreamland,ACTIVE,儿童业态,儿童娱乐,儿童乐园
1029652,朗恩儿童美语,LANG EN,朗恩儿童美语,ACTIVE,儿童业态,儿童教育,儿童培训
1030470,海乐迪,HILEDI,海乐迪,ACTIVE,主题体验,休闲娱乐,KTV
1030490,METATU,METATU,METATU,ACTIVE,服装服饰,女装,淑女
1030413,OJA,OJA,OJA,ACTIVE,服装服饰,女装,少淑女
1030420,赛尔家居,Saierhome,赛尔家居,ACTIVE,大型零售,主题集合店,家具
1030435,斯欣露+时代袋鼠,sxl,斯欣露+时代袋鼠,ACTIVE,生活精品,鞋品箱包,箱包
1030437,甲美人,JMR,甲美人,ACTIVE,体验业态,专业美护,美睫美甲
1030438,益柠檬,yiningmeng,益柠檬,ACTIVE,餐饮美食,饮品烘焙,果汁
1030472,葡韵饼店,葡韵饼店,葡韵饼店,ACTIVE,餐饮美食,饮品烘焙,面包蛋糕
1030442,芮芮家的私房面馆,无,芮芮家的私房面馆,ACTIVE,餐饮美食,简餐,中式面
1030465,KOOKA,KOOKA,KOOKA,ACTIVE,儿童业态,儿童娱乐,儿童乐园
1030443,贝亚国王,beiyaguowang,贝亚国王,ACTIVE,餐饮美食,饮品烘焙,奶茶
1030445,帕莎眼镜,PrSr,帕莎眼镜,ACTIVE,生活精品,杂品配饰,眼镜
1030594,素库,SIOOKIRU,素库,ACTIVE,服装服饰,女装,少淑女
1030611,诺兰贝尔,nolanbell,诺兰贝尔,ACTIVE,服装服饰,女装,少淑女
1030662,伊亲水乐园,无,伊亲水乐园,ACTIVE,儿童业态,儿童教育,儿童培训
1030663,雪觅,无,雪觅,ACTIVE,餐饮美食,饮品烘焙,冰淇淋
1030644,CT,CT,CT,ACTIVE,服装服饰,女装,少淑女
1030648,一诺眼镜,无,一诺眼镜,ACTIVE,生活精品,杂品配饰,眼镜
1030655,保时捷,porschedesign,保时捷,ACTIVE,生活精品,杂品配饰,眼镜
1030674,SHOUERMEI首尔美,SHOUERMEI,SHOUERMEI首尔美,ACTIVE,生活精品,家居家用,家居家饰
1030681,puella+candie‘s+7.modifier,puella+candie’s+7.modifier,puella+candie‘s+7.modifier,ACTIVE,服装服饰,男女集合,国内休闲
1030668,汉城火炉,汉城火炉,汉城火炉,ACTIVE,餐饮美食,异国餐饮,韩式烤肉
1029289,卡雷拉路轨赛车,carrera cars,卡雷拉路轨赛车,ACTIVE,儿童业态,儿童娱乐,儿童乐园
1029294,川嗨锅,无,川嗨锅,ACTIVE,餐饮美食,锅类,干锅
1029290,食尚椒点,shishangjiaodian,食尚椒点,ACTIVE,餐饮美食,锅类,干锅
1029337,歌牧斯,无,歌牧斯,ACTIVE,生活精品,鞋品箱包,鞋品
1029281,喜虾客,无,喜虾客,ACTIVE,餐饮美食,锅类,干锅
1029292,三三旅游,无,三三旅游,ACTIVE,体验业态,生活服务,旅游通讯
1029360,HIELD,HIELD,HIELD,ACTIVE,服装服饰,男装,时尚
1029378,思薇尔,SWEAR,思薇尔,ACTIVE,服装服饰,女装,少淑女
1029167,柒柒捌捌俄罗斯进口商品专卖店,无,柒柒捌捌俄罗斯进口商品专卖店,ACTIVE,生活精品,烟酒食品,零食
1029170,7°宴遇,无,7°宴遇,ACTIVE,餐饮美食,中餐,川菜
1029189,百果园,无,百果园,ACTIVE,生活精品,烟酒食品,滋补保健
1029661,卢福记水饺,无,卢福记水饺,ACTIVE,餐饮美食,简餐,水饺
1029677,中和休闲,harmonious trend,中和休闲,ACTIVE,服装服饰,男女集合,国内休闲
1029682,比爱靓点,BiAiLD,比爱靓点,ACTIVE,生活精品,鞋品箱包,鞋品
1029668,口袋生活,无,口袋生活,ACTIVE,生活精品,家居家用,家居家饰
1029721,VISD,VISD,VISD,ACTIVE,服装服饰,男装,时尚
1029722,宝贝嘉年华,无,宝贝嘉年华,ACTIVE,儿童业态,儿童教育,儿童早教
1029697,昔沐,Chez moi,昔沐,ACTIVE,餐饮美食,饮品烘焙,甜品
1029699,英豪跆拳道,无,英豪跆拳道,ACTIVE,儿童业态,儿童教育,儿童培训
1029701,blooming,blooming,blooming,ACTIVE,服装服饰,女装,少淑女
1029702,拉摩,lamo,拉摩,ACTIVE,餐饮美食,异国餐饮,西式简餐
1029915,韩依宝贝,hanyibaobei,韩依宝贝,ACTIVE,儿童业态,儿童零售,儿童服饰
1029916,一哥茶餐厅,一哥茶餐厅,一哥茶餐厅,ACTIVE,餐饮美食,简餐,茶餐厅
1029893,川城印象,CHUAN CHENG YIN XIANG,川城印象,ACTIVE,餐饮美食,中餐,川菜
1029901,土家老寨,无,土家老寨,ACTIVE,餐饮美食,中餐,湘菜
1029913,7.Modifier+La Chapelle,7.Modifier+La Chapelle,7.Modifier+La Chapelle,ACTIVE,服装服饰,女装,少淑女
1029925,索菲克,sofeco,索菲克,ACTIVE,餐饮美食,异国餐饮,法餐
1029934,小倾国,XIAOQINGGUO,小倾国,ACTIVE,餐饮美食,烧烤,铁板烧
1029947,一闻香肉蟹煲,无,一闻香肉蟹煲,ACTIVE,餐饮美食,锅类,煲类
1029927,KIRA,KIRA,KIRA,ACTIVE,生活精品,数码电子,数码单品
1029940,海宁依格瑞娅,hainingyigeruiya,海宁依格瑞娅,ACTIVE,服装服饰,女装,少淑女
1030699,茶语,teataiks,茶语,ACTIVE,餐饮美食,饮品烘焙,奶茶
1030702,艾拉小屋,Ella’s house,艾拉小屋,ACTIVE,服装服饰,女装,少淑女
1030711,英望英语,OpenRoad,英望英语,ACTIVE,儿童业态,儿童教育,儿童培训
1030721,上青旅,无,上青旅,ACTIVE,体验业态,生活服务,旅游通讯
1030722,明洞优品,MIDIO,明洞优品,ACTIVE,生活精品,家居家用,家居家饰
1030725,帕西家春川铁板鸡,无,帕西家春川铁板鸡,ACTIVE,餐饮美食,异国餐饮,韩式简餐
1030747,酒食勾,无,酒食勾,ACTIVE,餐饮美食,中餐,湘菜
1030683,LEGO education,无,LEGO education,ACTIVE,儿童业态,儿童教育,儿童培训
1030686,乐士,无,乐士,ACTIVE,服装服饰,男装,潮流
1030687,抽屉,DRAWER,抽屉,ACTIVE,生活精品,鞋品箱包,箱包
1030697,索菲亚全屋定制,索菲亚全屋定制,索菲亚全屋定制,ACTIVE,体验业态,生活服务,家装定制
1030707,索思图,无,索思图,ACTIVE,生活精品,家居家用,家居家饰
1029190,天山有约,tianshanyouyue,天山有约,ACTIVE,餐饮美食,中餐,新疆菜
1029192,进口优品生活馆,YU KI,进口优品生活馆,ACTIVE,生活精品,家居家用,家居家饰
1029143,光头刘粉,Guang Tou Liu Fen,光头刘粉,ACTIVE,餐饮美食,简餐,米线/米粉
1029144,爱你宝贝亲子推拿,Fans massage,爱你宝贝亲子推拿,ACTIVE,体验业态,医疗保健,养生保健
1029146,emodues+,emodues+,emodues+,ACTIVE,服装服饰,女装,少淑女
1029158,POLO集合店,POLO集合店,POLO集合店,ACTIVE,服装服饰,男装,潮流
1029148,奉茶,无,奉茶,ACTIVE,餐饮美食,饮品烘焙,奶茶
1029161,疯味1987肉蟹煲,无,疯味1987肉蟹煲,ACTIVE,餐饮美食,锅类,煲类
1029199,优D妞妞,优D妞妞,优D妞妞,ACTIVE,餐饮美食,饮品烘焙,面包蛋糕
1029706,羊二郎胡羊排,无,羊二郎胡羊排,ACTIVE,餐饮美食,中餐,西北菜
1029719,台湾3F国际,3ffusive,台湾3F国际,ACTIVE,服装服饰,女装,淑女
1029709,皇帝珠宝,无,皇帝珠宝,ACTIVE,生活精品,黄金珠宝,钻石
1029710,潮豹,无,潮豹,ACTIVE,生活精品,杂品配饰,眼镜
1029724,兰蔻,LANCOME,兰蔻,ACTIVE,生活精品,个人护理,化妆品
1029725,漂亮女人,无,漂亮女人,ACTIVE,服装服饰,女装,少淑女
1029726,沙坨子海参,无,沙坨子海参,ACTIVE,生活精品,烟酒食品,滋补保健
1029695,CRAGMAN,CRAGMAN,CRAGMAN,ACTIVE,服装服饰,男女集合,国内休闲
1029696,康济大药房,无,康济大药房,ACTIVE,体验业态,医疗保健,药店
1029711,红豆羽绒服,无,红豆羽绒服,ACTIVE,服装服饰,男女集合,国内休闲
1029932,婴姿坊,婴姿坊,婴姿坊,ACTIVE,儿童业态,儿童零售,孕婴童用品
1029939,水一方,无,水一方,ACTIVE,餐饮美食,烧烤,串吧
1029951,卡地诺,kardino,卡地诺,ACTIVE,生活精品,鞋品箱包,鞋品
1029956,W欢乐王国,无,W欢乐王国,ACTIVE,儿童业态,儿童娱乐,儿童乐园
1029957,水晶家纺,无,水晶家纺,ACTIVE,生活精品,家居家用,家居家饰
1029955,N15,New boom,N15,ACTIVE,生活精品,杂品配饰,杂品集合
1029968,名爵钟表,Manjaz,名爵钟表,ACTIVE,生活精品,钟表,钟表
1029971,迪斯乐,无,迪斯乐,ACTIVE,儿童业态,儿童娱乐,儿童乐园
1029959,自由点,FREE POINT,自由点,ACTIVE,服装服饰,女装,少淑女
1030710,艺海琴行,无,艺海琴行,ACTIVE,体验业态,文化娱乐,乐器器材
1030712,适而居,SERCH,适而居,ACTIVE,体验业态,生活服务,家装定制
1030714,爱戴内衣,aidai,爱戴内衣,ACTIVE,生活精品,家居家用,内衣袜品
1030718,大屋小物,无,大屋小物,ACTIVE,生活精品,家居家用,家居家饰
1030720,释上,Shisarig,释上,ACTIVE,服装服饰,女装,少淑女
1030724,魔洛克,无,魔洛克,ACTIVE,体验业态,生活服务,洗车服务
1030719,蒂聚澜朵,蒂聚澜朵,蒂聚澜朵,ACTIVE,体验业态,专业美护,美容美发
1030723,阿姨奶茶,无,阿姨奶茶,ACTIVE,餐饮美食,饮品烘焙,奶茶
1030728,星光珠宝,无,星光珠宝,ACTIVE,生活精品,黄金珠宝,钻石
1030740,老灶火锅,LaoZao huoguo,老灶火锅,ACTIVE,餐饮美食,锅类,川渝火锅
1030738,阜太,futai,阜太,ACTIVE,服装服饰,男女集合,国内休闲
1029204,梦哲,Mardra,梦哲,ACTIVE,服装服饰,男装,时尚
1029207,荣和堂,ronghetang,荣和堂,ACTIVE,体验业态,医疗保健,养生保健
1029195,UST,USTselect shop,UST,ACTIVE,服装服饰,男女集合,国内休闲
1029196,逍遥狮子酒肉店,Jiuroudian,逍遥狮子酒肉店,ACTIVE,餐饮美食,中餐,时尚融合菜
1029238,知音琴行,无,知音琴行,ACTIVE,体验业态,文化娱乐,乐器器材
1029150,有机生活,无,有机生活,ACTIVE,生活精品,烟酒食品,滋补保健
1029155,sissyboy,sissyboy,sissyboy,ACTIVE,生活精品,家居家用,家居家饰
1029177,花甜潮汕牛肉火锅,无,花甜潮汕牛肉火锅,ACTIVE,餐饮美食,锅类,清汤火锅
1029198,蜜雪冰城,无,蜜雪冰城,ACTIVE,餐饮美食,饮品烘焙,冰淇淋
1029203,熊样功夫面,xiongyan,熊样功夫面,ACTIVE,餐饮美食,简餐,中式面
1029729,粤豪珠宝,无,粤豪珠宝,ACTIVE,生活精品,黄金珠宝,黄金
1029731,宝盛万达酒行,无,宝盛万达酒行,ACTIVE,生活精品,烟酒食品,烟酒茶
1029732,木子唧,INEMOJI,木子唧,ACTIVE,服装服饰,女装,少淑女
1029698,高美美容,无,高美美容,ACTIVE,体验业态,专业美护,美容美发
1029700,京门烤鸭,jingmenkaoya,京门烤鸭,ACTIVE,餐饮美食,中餐,鲁京菜
1029713,酵墅,酵墅,酵墅,ACTIVE,餐饮美食,饮品烘焙,面包蛋糕
1029742,EVE DE CINA,EVE DE CINA,EVE DE CINA,ACTIVE,服装服饰,男女集合,国内休闲
1029744,Nomis,Nomis,Nomis,ACTIVE,生活精品,运动,运动配件/器材
1029747,袁记,无,袁记,ACTIVE,餐饮美食,简餐,特色小吃
1029752,CLATINA,CLATINA,CLATINA,ACTIVE,生活精品,黄金珠宝,其他珠宝
1029751,良人美食花园,无,良人美食花园,ACTIVE,大型餐饮,美食广场,美食广场
1029960,优雅孔雀,无,优雅孔雀,ACTIVE,生活精品,家居家用,家居家饰
1029964,男依邦,MANSYIBAN,男依邦,ACTIVE,服装服饰,男装,潮流
1029965,JOMA,JOMA,JOMA,ACTIVE,生活精品,运动,时尚运动
1029979,良牛满赞,无,良牛满赞,ACTIVE,餐饮美食,锅类,清汤火锅
1029995,天马玩具,天马玩具,天马玩具,ACTIVE,儿童业态,儿童零售,文教玩具
1029997,YY KIDS,YY KIDS,YY KIDS,ACTIVE,儿童业态,儿童零售,儿童服饰
1030003,探险阳光乐园,SUNNY PARADRISE,探险阳光乐园,ACTIVE,儿童业态,儿童娱乐,儿童乐园
1029983,cheechee面包,cheechee,cheechee面包,ACTIVE,餐饮美食,饮品烘焙,面包蛋糕
1030750,云南三七专卖,无,云南三七专卖,ACTIVE,生活精品,烟酒食品,滋补保健
1030753,诺蔓琦,无,诺蔓琦,ACTIVE,服装服饰,女装,少淑女
1030754,全网通,全网通,全网通,ACTIVE,生活精品,数码电子,数码集合
1030760,三枪内衣,sanqiang,三枪内衣,ACTIVE,生活精品,家居家用,内衣袜品
1030765,百佳汇,百佳汇,百佳汇,ACTIVE,大型零售,超市,平价超市
1030741,麦乐鸡,无,麦乐鸡,ACTIVE,餐饮美食,洋快餐,洋快餐
1030745,云乡情,无,云乡情,ACTIVE,餐饮美食,简餐,米线/米粉
1030755,拉夏生活馆,拉夏生活馆,拉夏生活馆,ACTIVE,大型零售,主题集合店,服饰
1030756,koteekoty+米沙米拉,koteekoty+米沙米拉,koteekoty+米沙米拉,ACTIVE,其他,其他,其他
1030757,知味鲜果,无,知味鲜果,ACTIVE,生活精品,烟酒食品,滋补保健
1030759,艺字号,无,艺字号,ACTIVE,生活精品,鞋品箱包,鞋品
1029240,金太郎,无,金太郎,ACTIVE,餐饮美食,自助餐,烤涮自助
1029206,海霸蓝正龙,无,海霸蓝正龙,ACTIVE,服装服饰,男装,时尚
1029215,川久保玲眼镜集合店,无,川久保玲眼镜集合店,ACTIVE,生活精品,杂品配饰,眼镜
1029217,茶悦汇,无,茶悦汇,ACTIVE,体验业态,文化娱乐,书吧网吧
1029229,丽声钟行,无,丽声钟行,ACTIVE,生活精品,钟表,钟表
1029231,蜜悦士鲜牛肉火锅,无,蜜悦士鲜牛肉火锅,ACTIVE,餐饮美食,锅类,清汤火锅
1029298,甲米泰式海鲜火锅,无,甲米泰式海鲜火锅,ACTIVE,餐饮美食,中餐,粤菜（海南菜）
1029295,青春潮流艺术馆,无,青春潮流艺术馆,ACTIVE,体验业态,文化娱乐,文娱培训
1029319,嫩芽,无,嫩芽,ACTIVE,餐饮美食,中餐,时尚融合菜
1029328,八度琴行,无,八度琴行,ACTIVE,体验业态,文化娱乐,乐器器材
1029385,保罗威尔,weishi wear,保罗威尔,ACTIVE,服装服饰,男装,时尚
1029386,隽诚美品,JC TRUE BEAUTY,隽诚美品,ACTIVE,生活精品,个人护理,化妆品集合店
1029760,SIMONIN,SIMONIN,SIMONIN,ACTIVE,生活精品,鞋品箱包,鞋品
1029762,爱琴珍珠,爱琴珍珠,爱琴珍珠,ACTIVE,生活精品,黄金珠宝,其他珠宝
1029774,日时铁板烧,无,日时铁板烧,ACTIVE,餐饮美食,烧烤,铁板烧
1029775,天涯海饺,无,天涯海饺,ACTIVE,餐饮美食,简餐,水饺
1029738,杨国福麻辣烫,无,杨国福麻辣烫,ACTIVE,餐饮美食,简餐,中式快餐
1029740,DINGSHOW,DINGSHOW,DINGSHOW,ACTIVE,服装服饰,男女集合,国内休闲
1029753,保兴大药房,无,保兴大药房,ACTIVE,体验业态,医疗保健,药店
1029767,盛世雅歌琴行,song of songs,盛世雅歌琴行,ACTIVE,体验业态,文化娱乐,乐器器材
1029768,贝贝约,无,贝贝约,ACTIVE,儿童业态,儿童教育,儿童培训
1029986,东角渔蛋,EAST FISH BALL,东角渔蛋,ACTIVE,餐饮美食,简餐,茶餐厅
1029993,张弛射箭馆,Zhang archery pavilion,张弛射箭馆,ACTIVE,儿童业态,儿童教育,儿童培训
1029985,万华果安,无,万华果安,ACTIVE,生活精品,家居家用,家居家饰
1030005,云溪纳里,无,云溪纳里,ACTIVE,餐饮美食,锅类,清汤火锅
1030007,暇步士童装,Hush Puppies kids,暇步士童装,ACTIVE,儿童业态,儿童零售,儿童服饰
1029990,FIVE PLUS,无,FIVE PLUS,ACTIVE,服装服饰,女装,少淑女
1029996,尚捞,无,尚捞,ACTIVE,餐饮美食,锅类,小涮锅
1030034,新巴朗,xinbalang,新巴朗,ACTIVE,生活精品,杂品配饰,眼镜
1030763,雅萱,vasoon,雅萱,ACTIVE,生活精品,个人护理,化妆品集合店
1030769,娜娜拉拉,无,娜娜拉拉,ACTIVE,儿童业态,儿童零售,儿童服饰
1030775,百丽+BASTO,百丽+BASTO,百丽+BASTO,ACTIVE,生活精品,鞋品箱包,鞋品
1030776,天美意+Tata,无,天美意+Tata,ACTIVE,生活精品,鞋品箱包,鞋品
1030783,HONEY ME,honeyme,HONEY ME,ACTIVE,服装服饰,女装,少淑女
1030784,十一里半,Eleven miles and a half,十一里半,ACTIVE,服装服饰,女装,少淑女
1030791,老长沙吃货铺,老长沙吃货铺,老长沙吃货铺,ACTIVE,餐饮美食,简餐,特色小吃
1029309,胡椒猪肚鸡,无,胡椒猪肚鸡,ACTIVE,餐饮美食,锅类,汤锅
1029324,海购邦,无,海购邦,ACTIVE,生活精品,烟酒食品,零食
1029330,宝贝王体验馆,KIDSPLACE,宝贝王体验馆,ACTIVE,儿童业态,儿童娱乐,儿童乐园
1029332,海萃丰澳门豆捞,无,海萃丰澳门豆捞,ACTIVE,餐饮美食,锅类,清汤火锅
1029335,她图,无,她图,ACTIVE,服装服饰,女装,少淑女
1029376,蔓哈顿,MENHARDUM,蔓哈顿,ACTIVE,服装服饰,男装,时尚
1029315,美妆地带,Ms.zone,美妆地带,ACTIVE,生活精品,个人护理,化妆品
1029318,孕婴乐,无,孕婴乐,ACTIVE,儿童业态,儿童零售,儿童服饰
